time,year,dir,reason,net_option,gross_option,cost,delta_model,prem_entry,prem_exit,iv,sl_pts,trail,entry_time,hold_min,fold,brain,calibrator
2026-04-01 13:40:00,2026,CALL,SL,-3134.0906734191617,-2945.7238446670726,188.36682875208905,-2925.0,326.00889223290505,280.69006385341163,0.26429771667463503,90.0,False,2026-04-01 13:20:00,20.0,8,lgb,platt
2026-04-02 10:50:00,2026,PUT,BE_SL,-75.59405217961682,81.27499189908121,156.86904407869804,97.5,245.75084918407083,247.00123367482593,0.2501,90.0,False,2026-04-02 10:40:00,10.0,8,lgb,platt
2026-04-02 11:10:00,2026,PUT,FLOOD_EXIT,-222.00764316499553,-55.47299477421802,166.5346483907775,-34.12500000009459,267.8664538114008,267.01302312256666,0.2501,90.0,False,2026-04-02 10:50:00,20.0,8,lgb,platt
2026-04-06 09:40:00,2026,CALL,SL,-2934.820080853121,-2800.0043786940205,134.81570215910043,-2925.0,205.4211936546435,162.34420321319703,0.3801315712112464,90.0,False,2026-04-06 09:35:00,5.0,8,lgb,platt
2026-04-06 10:15:00,2026,CALL,BE_SL,-169.76216386518755,-27.89628870699744,141.8658751581901,97.5,212.44218853790517,212.01301486548982,0.3801315712112464,90.0,False,2026-04-06 09:40:00,35.0,8,lgb,platt
2026-04-07 11:45:00,2026,CALL,TRAIL_SL,836.7478792708221,963.005375575276,126.25749630445394,1955.8500000000095,174.28619033485666,189.10165765139936,0.8489169269655035,90.0,True,2026-04-07 10:55:00,50.0,8,lgb,platt
2026-04-07 12:10:00,2026,CALL,BE_SL,-618.0206509446976,-495.9682642003645,122.0523867443331,97.5,169.48159202042916,161.85131103273125,0.8489169269655035,90.0,False,2026-04-07 11:45:00,25.0,8,lgb,platt
2026-04-07 12:45:00,2026,CALL,BE_SL,-795.0617070240747,-686.4014564962872,108.66025052778751,97.5,140.04457163236475,129.48454922472956,0.8489169269655035,90.0,False,2026-04-07 12:15:00,30.0,8,lgb,platt
2026-04-09 13:20:00,2026,CALL,SL,-2892.2916484295556,-2762.880655533372,129.41099289618336,-2925.0,193.17962863879438,150.67377239981943,0.19556717239477603,90.0,False,2026-04-09 12:15:00,65.0,8,lgb,platt
